gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	NE_FB	NE_HFC	NE_KC	NE_KC_Channel	NE_LC	NE_LEC	NE_Lymphocyte	NE_MEC	NE_MEL	NE_Mac-DC	NE_Mast	NE_Pc-vSMC	NE_SGC	NE_Schwann	NE_Sebocyte	NE_VEC	NF_FB	NF_HFC	NF_KC	NF_KC_Channel	NF_LC	NF_LEC	NF_Lymphocyte	NF_MEC	NF_MEL	NF_Mac-DC	NF_Mast	NF_Pc-vSMC	NF_SGC	NF_Schwann	NF_Sebocyte	NF_VEC	NP_FB	NP_HFC	NP_KC	NP_KC_Channel	NP_LC	NP_LEC	NP_Lymphocyte	NP_MEC	NP_MEL	NP_Mac-DC	NP_Mast	NP_Pc-vSMC	NP_SGC	NP_Schwann	NP_VEC	NT_FB	NT_HFC	NT_KC	NT_KC_Channel	NT_LC	NT_LEC	NT_Lymphocyte	NT_MEC	NT_MEL	NT_Mac-DC	NT_Mast	NT_Pc-vSMC	NT_SGC	NT_Schwann	NT_Sebocyte	NT_VEC	PS_FB	PS_HFC	PS_KC	PS_KC_Channel	PS_LC	PS_LEC	PS_Lymphocyte	PS_MEC	PS_MEL	PS_Mac-DC	PS_Mast	PS_Pc-vSMC	PS_SGC	PS_Schwann	PS_Sebocyte	PS_VEC
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC016C39E1C	SLC1A3	0.466	0.042	0.212	0.283	0.177	0.002	0.003	0.084	0.127	0.15	0.007	0.077	0.073	0.012	0.129	0.008	0.365	0.033	0.168	0.182	0.144	0.001	0.0	0.067	0.061	0.179	0.004	0.029	0.083	0.018	0.266	0.004	0.173	0.239	0.288	0.225	0.083	0.002	0.004	0.066	0.088	0.225	0.003	0.062	0.044	0.006	0.005	0.525	0.055	0.205	0.171	0.121	0.002	0.002	0.028	0.149	0.151	0.003	0.11	0.133	0.013	0.198	0.009	0.376	0.057	0.207	0.205	0.11	0.002	0.001	0.112	0.039	0.129	0.002	0.034	0.1	0.008	0.182	0.003
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS06BDC8BFA	SLC1A3	0.466	0.042	0.212	0.283	0.177	0.002	0.003	0.084	0.127	0.15	0.007	0.077	0.073	0.012	0.129	0.008	0.365	0.033	0.168	0.182	0.144	0.001	0.0	0.067	0.061	0.179	0.004	0.029	0.083	0.018	0.266	0.004	0.173	0.239	0.288	0.225	0.083	0.002	0.004	0.066	0.088	0.225	0.003	0.062	0.044	0.006	0.005	0.525	0.055	0.205	0.171	0.121	0.002	0.002	0.028	0.149	0.151	0.003	0.11	0.133	0.013	0.198	0.009	0.376	0.057	0.207	0.205	0.11	0.002	0.001	0.112	0.039	0.129	0.002	0.034	0.1	0.008	0.182	0.003
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS077A43ACD	SLC1A3	0.466	0.042	0.212	0.283	0.177	0.002	0.003	0.084	0.127	0.15	0.007	0.077	0.073	0.012	0.129	0.008	0.365	0.033	0.168	0.182	0.144	0.001	0.0	0.067	0.061	0.179	0.004	0.029	0.083	0.018	0.266	0.004	0.173	0.239	0.288	0.225	0.083	0.002	0.004	0.066	0.088	0.225	0.003	0.062	0.044	0.006	0.005	0.525	0.055	0.205	0.171	0.121	0.002	0.002	0.028	0.149	0.151	0.003	0.11	0.133	0.013	0.198	0.009	0.376	0.057	0.207	0.205	0.11	0.002	0.001	0.112	0.039	0.129	0.002	0.034	0.1	0.008	0.182	0.003
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0D33309E7	SLC1A3	0.466	0.042	0.212	0.283	0.177	0.002	0.003	0.084	0.127	0.15	0.007	0.077	0.073	0.012	0.129	0.008	0.365	0.033	0.168	0.182	0.144	0.001	0.0	0.067	0.061	0.179	0.004	0.029	0.083	0.018	0.266	0.004	0.173	0.239	0.288	0.225	0.083	0.002	0.004	0.066	0.088	0.225	0.003	0.062	0.044	0.006	0.005	0.525	0.055	0.205	0.171	0.121	0.002	0.002	0.028	0.149	0.151	0.003	0.11	0.133	0.013	0.198	0.009	0.376	0.057	0.207	0.205	0.11	0.002	0.001	0.112	0.039	0.129	0.002	0.034	0.1	0.008	0.182	0.003
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS071698505	SLC1A3	0.466	0.042	0.212	0.283	0.177	0.002	0.003	0.084	0.127	0.15	0.007	0.077	0.073	0.012	0.129	0.008	0.365	0.033	0.168	0.182	0.144	0.001	0.0	0.067	0.061	0.179	0.004	0.029	0.083	0.018	0.266	0.004	0.173	0.239	0.288	0.225	0.083	0.002	0.004	0.066	0.088	0.225	0.003	0.062	0.044	0.006	0.005	0.525	0.055	0.205	0.171	0.121	0.002	0.002	0.028	0.149	0.151	0.003	0.11	0.133	0.013	0.198	0.009	0.376	0.057	0.207	0.205	0.11	0.002	0.001	0.112	0.039	0.129	0.002	0.034	0.1	0.008	0.182	0.003
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0305D24F6	SLC1A3	0.466	0.042	0.212	0.283	0.177	0.002	0.003	0.084	0.127	0.15	0.007	0.077	0.073	0.012	0.129	0.008	0.365	0.033	0.168	0.182	0.144	0.001	0.0	0.067	0.061	0.179	0.004	0.029	0.083	0.018	0.266	0.004	0.173	0.239	0.288	0.225	0.083	0.002	0.004	0.066	0.088	0.225	0.003	0.062	0.044	0.006	0.005	0.525	0.055	0.205	0.171	0.121	0.002	0.002	0.028	0.149	0.151	0.003	0.11	0.133	0.013	0.198	0.009	0.376	0.057	0.207	0.205	0.11	0.002	0.001	0.112	0.039	0.129	0.002	0.034	0.1	0.008	0.182	0.003
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS002D05AD7	SLC1A3	0.466	0.042	0.212	0.283	0.177	0.002	0.003	0.084	0.127	0.15	0.007	0.077	0.073	0.012	0.129	0.008	0.365	0.033	0.168	0.182	0.144	0.001	0.0	0.067	0.061	0.179	0.004	0.029	0.083	0.018	0.266	0.004	0.173	0.239	0.288	0.225	0.083	0.002	0.004	0.066	0.088	0.225	0.003	0.062	0.044	0.006	0.005	0.525	0.055	0.205	0.171	0.121	0.002	0.002	0.028	0.149	0.151	0.003	0.11	0.133	0.013	0.198	0.009	0.376	0.057	0.207	0.205	0.11	0.002	0.001	0.112	0.039	0.129	0.002	0.034	0.1	0.008	0.182	0.003
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS09F74FD39	SLC1A3	0.466	0.042	0.212	0.283	0.177	0.002	0.003	0.084	0.127	0.15	0.007	0.077	0.073	0.012	0.129	0.008	0.365	0.033	0.168	0.182	0.144	0.001	0.0	0.067	0.061	0.179	0.004	0.029	0.083	0.018	0.266	0.004	0.173	0.239	0.288	0.225	0.083	0.002	0.004	0.066	0.088	0.225	0.003	0.062	0.044	0.006	0.005	0.525	0.055	0.205	0.171	0.121	0.002	0.002	0.028	0.149	0.151	0.003	0.11	0.133	0.013	0.198	0.009	0.376	0.057	0.207	0.205	0.11	0.002	0.001	0.112	0.039	0.129	0.002	0.034	0.1	0.008	0.182	0.003
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS017089111	SLC1A3	0.466	0.042	0.212	0.283	0.177	0.002	0.003	0.084	0.127	0.15	0.007	0.077	0.073	0.012	0.129	0.008	0.365	0.033	0.168	0.182	0.144	0.001	0.0	0.067	0.061	0.179	0.004	0.029	0.083	0.018	0.266	0.004	0.173	0.239	0.288	0.225	0.083	0.002	0.004	0.066	0.088	0.225	0.003	0.062	0.044	0.006	0.005	0.525	0.055	0.205	0.171	0.121	0.002	0.002	0.028	0.149	0.151	0.003	0.11	0.133	0.013	0.198	0.009	0.376	0.057	0.207	0.205	0.11	0.002	0.001	0.112	0.039	0.129	0.002	0.034	0.1	0.008	0.182	0.003
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS02435169C	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0D028DAA4	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS008389A89	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0B4B01B4B	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0484FC19B	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC07909859C	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0A8308C2C	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS00E19754C	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00CFD9E84	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0B415175C	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS06F474F5A	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0C33FB78E	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00605BE5F	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC01CD69B71	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC09EB70913	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0BB3C6CB3	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC01E49D97E	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09CF4D275	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS07C63C8BC	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS05D1E58B4	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0591372DE	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS03D684E7D	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09698412B	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0EFE72F4B	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0947C60AA	SLC1A3	0.001	0.025	0.013	0.015	0.032	0.001	0.003	0.005	0.001	0.001	0.004	0.001	0.014	0.0	0.008	0.003	0.001	0.022	0.038	0.014	0.007	0.001	0.0	0.005	0.001	0.002	0.0	0.001	0.008	0.002	0.022	0.002	0.003	0.0	0.007	0.012	0.004	0.001	0.004	0.003	0.003	0.001	0.0	0.001	0.012	0.002	0.004	0.001	0.033	0.015	0.014	0.027	0.001	0.002	0.003	0.002	0.002	0.0	0.002	0.013	0.006	0.012	0.002	0.002	0.033	0.014	0.006	0.012	0.002	0.001	0.0	0.003	0.001	0.0	0.002	0.011	0.001	0.031	0.002
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0AC140137	SLC1A6	0.005	0.115	0.035	0.002	0.002	0.001	0.0	0.052	0.001	0.0	0.002	0.001	0.0	0.005	0.0	0.0	0.011	0.092	0.03	0.001	0.001	0.0	0.001	0.059	0.0	0.001	0.0	0.002	0.0	0.024	0.009	0.001	0.0	0.0	0.025	0.001	0.0	0.001	0.001	0.033	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.008	0.109	0.031	0.001	0.001	0.0	0.001	0.034	0.0	0.003	0.0	0.001	0.001	0.006	0.0	0.0	0.003	0.067	0.029	0.003	0.002	0.001	0.002	0.078	0.001	0.002	0.0	0.001	0.001	0.002	0.002	0.0
