	Female_FB_FB_M1	Female_FB_FB_M2	Female_FB_FB_M3	Female_FB_FB_M4	Female_FB_FB_M5	Female_FB_FB_M6	Female_FB_FB_M7	Female_HFC_HFC_M1	Female_HFC_HFC_M2	Female_HFC_HFC_M3	Female_HFC_HFC_M4	Female_KC_Channel_KC_Channel_M1	Female_KC_Channel_KC_Channel_M2	Female_KC_KC_M1	Female_KC_KC_M2	Female_KC_KC_M3	Female_KC_KC_M4	Female_KC_KC_M5	Female_KC_KC_M6	Female_LC_LC_M1	Female_LC_LC_M2	Female_LC_LC_M3	Female_LC_LC_M4	Female_MEL_MEL_M1	Female_Mac-DC_Mac-DC_M1	Female_Mac-DC_Mac-DC_M2	Female_Mast_Mast_M1	Female_Mast_Mast_M2	Female_Mast_Mast_M3	Female_Mast_Mast_M4	Female_Mast_Mast_M5	Female_Mast_Mast_M6	Female_Pc-vSMC_Pc-vSMC_M1	Female_Pc-vSMC_Pc-vSMC_M2	Female_SGC_SGC_M1	Female_SGC_SGC_M2	Female_Schwann_Schwann_M1	Male_FB_FB_M1	Male_FB_FB_M2	Male_FB_FB_M3	Male_FB_FB_M4	Male_FB_FB_M5	Male_FB_FB_M6	Male_FB_FB_M7	Male_FB_FB_M8	Male_KC_KC_M1	Male_KC_KC_M2	Male_KC_KC_M3	Male_KC_KC_M4	Male_KC_KC_M5	Male_MEL_MEL_M1	Male_MEL_MEL_M2	Male_Mac-DC_Mac-DC_M1	Male_Pc-vSMC_Pc-vSMC_M1	Male_Schwann_Schwann_M1	Male_Schwann_Schwann_M2	Male_Schwann_Schwann_M3	Male_Schwann_Schwann_M4	Male_Schwann_Schwann_M5	FB	HFC	KC	KC_Channel	LC	LEC	Lymphocyte	Mac-DC	Mast	MEC	MEL	Pc-vSMC	Schwann	Sebocyte	SGC	VEC	arteriole.ECs	Basal.Ker.ADGRL3	Basal.Ker.COL17A1	capillary.ECs	cDC1	cDC2	Channel-ATPase_1	Channel-ATPase_2	Channel-ATPase_3	Channel-gap_1	Channel-gap_2	Clear.cell.CA2	Clear.cell.WFDC2	cytotoxic T cells	Dark.cell.MUCL1	EMT.ECs	Granular.Ker	helper T cells	HF-MFCs	HF-MSCs	HF-PCs	Hillock-Club.Epi	ILC3	IRS	KC.Mel	LC1	LC2	LEC1	LEC2	M1	M2	Mel_1	Mel_2	Memory B cells	Merkel	Mesenchymal.Fb	Mesenchymal.Fb.COCH	Mesenchymal.Fb.FGFBP2	Mesenchymal.Fb.INHBA	MigDC	MigLC	Monocytes	NKT cells	ORS	Papillary.Fb	Pc1	Pc2	Pc3	Plasma cells	post-capillary-venule.ECs	Pro-inflammatory.Fb	Progenitor.Mel	Proliferating.Ker	Regulatory T cells	SCs_1	SCs_2	Spinous.Ker	Spinous.Ker.ADGRL3	Sweat_gland_duct_cell	Transitional.Ker	venule.ECs	vSMC1	vSMC2
Female_Mast_Mast_M2	0.003877	0.524234	0.491006	0.000152	0.005269	0.258118	0.000255	0.147342	0.268553	0.148316	0.124682	0.001720	0.006002	0.004370	0.204413	0.000005	0.000071	0.029424	0.001023	0.054730	0.000019	0.000009	0.001448	0.006712	0.688685	0.605730	0.002541	0.000000	0.142322	0.201286	0.887802	0.711480	0.000140	0.000076	0.017761	0.671804	0.047287	0.011452	0.047674	0.088249	0.006605	0.285208	0.012069	0.000615	0.000625	0.540450	0.235158	0.139242	0.289301	0.002453	0.233833	0.020558	0.022694	0.009593	0.930934	0.280334	0.114462	0.204454	0.971308	0.680041	0.104735	0.750326	0.010549	0.016539	0.618512	0.038762	0.837954	0.510717	0.477586	0.375841	0.518818	0.184942	0.501783	0.011299	0.727758	0.328292	0.143063	0.006810	0.161633	0.032389	0.082701	0.041041	0.353068	0.005842	0.007911	0.002946	0.022766	0.104896	0.678785	0.015640	0.807949	0.233867	0.009280	0.115441	0.285429	0.130125	0.388928	0.369062	0.270841	0.892795	0.046532	0.045969	0.916113	0.322793	0.434870	0.238028	0.191260	0.457528	0.230747	0.810651	0.509808	0.445037	0.083754	0.004539	0.612179	0.060898	0.643879	0.031879	0.484681	0.096239	0.083096	0.804960	0.227222	0.827777	0.644071	0.681692	0.755186	0.118215	0.094084	0.397837	0.193787	0.894903	0.106226	0.031251	0.002676	0.008776	0.003849	0.053324
Female_Mast_Mast_M3	0.959942	0.009182	0.086962	0.575067	0.939267	0.412501	0.455858	0.706505	0.505775	0.470045	0.850868	0.075786	0.776133	0.893382	0.444490	0.838456	0.764366	0.789288	0.017552	0.856014	0.130450	0.419574	0.055366	0.856082	0.052831	0.007729	0.000000	0.142322	0.000000	0.000000	0.000284	0.253922	0.835751	0.421048	0.930021	0.723647	0.900532	0.766003	0.762141	0.153618	0.444278	0.321894	0.000479	0.598236	0.227446	0.841483	0.591072	0.240994	0.710548	0.197753	0.409527	0.287996	0.096337	0.776752	0.369677	0.775372	0.041802	0.009741	0.321234	0.104592	0.646101	0.031274	0.308251	0.959475	0.767461	0.418629	0.316264	0.058115	0.866087	0.860476	0.278290	0.591018	0.531170	0.515320	0.937712	0.731662	0.791553	0.136125	0.344919	0.036019	0.053081	0.329060	0.768113	0.467433	0.105215	0.961377	0.807913	0.319448	0.525366	0.485868	0.852829	0.324136	0.510546	0.153232	0.624294	0.566996	0.766151	0.420697	0.849357	0.000033	0.668192	0.663632	0.324713	0.319030	0.677793	0.854571	0.563729	0.734821	0.072356	0.707750	0.825831	0.397291	0.957876	0.525179	0.997571	0.925241	0.703869	0.207947	0.211210	0.054718	0.115597	0.143399	0.626233	0.657874	0.966077	0.190439	0.451819	0.038529	0.348594	0.678239	0.649747	0.041881	0.286206	0.708703	0.996418	0.289381	0.749819	0.781921
Female_Mast_Mast_M4	0.391530	0.061370	0.038950	0.146734	0.518891	0.457417	0.957454	0.855240	0.953918	0.635668	0.555929	0.081504	0.940080	0.528572	0.411475	0.661573	0.398891	0.252080	0.189983	0.222039	0.836305	0.701930	0.704183	0.946896	0.160944	0.139904	0.000000	0.201286	0.000000	0.000000	0.017453	0.593404	0.193121	0.787152	0.656447	0.524428	0.086012	0.363853	0.335847	0.763633	0.770769	0.628165	0.013662	0.526671	0.565929	0.768824	0.529457	0.893565	0.967773	0.691629	0.922197	0.772960	0.031486	0.279547	0.001653	0.084237	0.896401	0.151263	0.052392	0.078589	0.221204	0.037463	0.864888	0.696405	0.206655	0.921897	0.079122	0.063704	0.795172	0.265558	0.053177	0.433507	0.064791	0.775612	0.608592	0.778775	0.525981	0.026412	0.723713	0.072904	0.135239	0.806982	0.807270	0.750568	0.406485	0.383037	0.689228	0.859930	0.585601	0.753740	0.927507	0.930186	0.863158	0.096118	0.750014	0.218129	0.739030	0.130917	0.248612	0.362266	0.847968	0.459738	0.164758	0.567197	0.731579	0.188498	0.735159	0.261516	0.168241	0.308145	0.148396	0.818853	0.694887	0.466077	0.678334	0.760208	0.522787	0.486453	0.424846	0.153767	0.131250	0.037794	0.432252	0.351313	0.396038	0.172982	0.884696	0.060756	0.877922	0.506369	0.398153	0.262966	0.040806	0.943516	0.298371	0.947119	0.287410	0.370075
Female_Mast_Mast_M5	0.003702	0.785183	0.003731	0.056872	0.153386	0.990615	0.080778	0.061890	0.388655	0.412855	0.690048	0.015565	0.310195	0.398069	0.819739	0.119691	0.038164	0.374348	0.531790	0.793482	0.035335	0.159645	0.033886	0.364379	0.008034	0.358131	0.616293	0.887802	0.000284	0.017453	0.000000	0.894447	0.017097	0.066404	0.367024	0.977256	0.671334	0.135778	0.479385	0.192885	0.090003	0.358066	0.310107	0.010739	0.173272	0.773350	0.300378	0.222011	0.494335	0.202131	0.198271	0.116685	0.004510	0.038589	0.497999	0.234546	0.586103	0.845463	0.352677	0.011466	0.919671	0.019828	0.906401	0.037147	0.266185	0.573960	0.010375	0.003854	0.093203	0.140429	0.052478	0.333096	0.909599	0.418679	0.028237	0.009909	0.688416	0.044194	0.024998	0.032157	0.068896	0.756479	0.958323	0.380742	0.966728	0.836002	0.245220	0.854579	0.419417	0.507492	0.816725	0.400445	0.754600	0.077593	0.296813	0.434877	0.411548	0.482612	0.638992	0.183818	0.369898	0.616402	0.539327	0.119031	0.829067	0.027081	0.818992	0.117235	0.897931	0.841721	0.060718	0.952637	0.285497	0.788073	0.875195	0.032014	0.986425	0.304722	0.148416	0.110618	0.454215	0.384575	0.110786	0.196696	0.189794	0.052106	0.541165	0.103244	0.425662	0.280680	0.291424	0.082331	0.058705	0.426350	0.290856	0.176376	0.077733	0.068570
Female_Mast_Mast_M6	0.035616	0.112207	0.468685	0.081677	0.594916	0.461704	0.011892	0.011651	0.010141	0.131781	0.248406	0.000756	0.608560	0.112827	0.559179	0.007382	0.000258	0.482859	0.195577	0.099154	0.000362	0.000426	0.000573	0.186462	0.062008	0.823596	0.600394	0.711480	0.253922	0.593404	0.894447	0.000000	0.201648	0.117625	0.543537	0.425244	0.210774	0.780240	0.036387	0.303680	0.890217	0.004939	0.823257	0.454148	0.397042	0.002229	0.044098	0.409987	0.142775	0.932633	0.011162	0.364556	0.216665	0.749158	0.330324	0.182287	0.624717	0.572641	0.054572	0.036305	0.937978	0.000769	0.009633	0.062021	0.690988	0.698028	0.491063	0.010677	0.116389	0.016248	0.374924	0.637194	0.232920	0.119157	0.191396	0.130950	0.271057	0.113611	0.326694	0.657500	0.839380	0.019168	0.110566	0.062216	0.121524	0.009228	0.147113	0.103604	0.807114	0.189756	0.786543	0.022478	0.651150	0.731698	0.428259	0.620681	0.349757	0.450638	0.137435	0.182420	0.202706	0.831283	0.359604	0.524646	0.545147	0.388801	0.507057	0.014798	0.004240	0.345811	0.309286	0.573522	0.003568	0.816236	0.459147	0.175384	0.542946	0.515357	0.731085	0.819235	0.895669	0.377678	0.429883	0.672396	0.522726	0.023062	0.246399	0.007769	0.401880	0.709604	0.983079	0.007045	0.450283	0.298628	0.052319	0.119303	0.267050	0.752367
Female_Pc-vSMC_Pc-vSMC_M1	0.000000	0.193389	0.000018	0.000000	0.000001	0.721701	0.000000	0.000236	0.215837	0.005069	0.057528	0.000000	0.000000	0.000000	0.005618	0.000000	0.000000	0.000000	0.036387	0.763564	0.000000	0.000002	0.000017	0.000001	0.393531	0.456543	0.850880	0.000140	0.835751	0.193121	0.017097	0.201648	0.000000	0.000000	0.000324	0.006691	0.301361	0.000001	0.000679	0.048213	0.000035	0.494074	0.003838	0.000000	0.000004	0.753621	0.029187	0.021697	0.002680	0.004725	0.003941	0.000055	0.000000	0.000000	0.136616	0.408357	0.976608	0.448933	0.704266	0.050900	0.000242	0.036203	0.000001	0.000000	0.027653	0.000228	0.433117	0.578033	0.050739	0.000064	0.005783	0.004569	0.669721	0.000006	0.000237	0.445380	0.000000	0.556053	0.504627	0.065188	0.314544	0.000020	0.022090	0.000000	0.000019	0.000094	0.000231	0.000885	0.868465	0.000016	0.170006	0.884820	0.000004	0.001558	0.003634	0.004952	0.492150	0.724721	0.388084	0.796518	0.000003	0.006674	0.103330	0.018863	0.438747	0.014816	0.000055	0.000140	0.736411	0.167670	0.119297	0.005447	0.000051	0.000047	0.134498	0.000000	0.484606	0.541950	0.000622	0.519946	0.556617	0.823306	0.717550	0.373578	0.000100	0.020184	0.568290	0.565653	0.000296	0.007892	0.011833	0.290568	0.000000	0.000048	0.039970	0.000004	0.000005	0.000001
Female_Pc-vSMC_Pc-vSMC_M2	0.000000	0.708970	0.001320	0.000000	0.000009	0.177957	0.000000	0.000073	0.005054	0.001648	0.107174	0.000002	0.000001	0.000000	0.063341	0.000000	0.000000	0.000007	0.000419	0.997669	0.000000	0.000001	0.000000	0.000001	0.651582	0.994004	0.157781	0.000076	0.421048	0.787152	0.066404	0.117625	0.000000	0.000000	0.028433	0.030700	0.003981	0.000012	0.031466	0.008831	0.000001	0.592297	0.000068	0.000000	0.000000	0.901324	0.140680	0.008012	0.000382	0.001753	0.045304	0.000128	0.000069	0.000000	0.714653	0.038956	0.030446	0.473925	0.301014	0.826774	0.004390	0.670996	0.000001	0.000003	0.083947	0.000065	0.577404	0.831039	0.201524	0.061435	0.749146	0.760680	0.985337	0.000087	0.006935	0.537616	0.000009	0.269357	0.542594	0.024021	0.022123	0.000263	0.009118	0.000019	0.000000	0.000080	0.000377	0.003824	0.630964	0.000203	0.758968	0.196327	0.000004	0.013703	0.104243	0.020081	0.477994	0.592082	0.261451	0.026521	0.000873	0.004585	0.294848	0.023748	0.711560	0.164934	0.036125	0.009395	0.016078	0.510762	0.693692	0.003938	0.000062	0.000098	0.018303	0.000050	0.732599	0.453200	0.056686	0.305688	0.007723	0.015798	0.029672	0.534440	0.005309	0.335545	0.949594	0.232051	0.000016	0.677549	0.656794	0.759057	0.000373	0.002912	0.490067	0.000000	0.000084	0.009859
Female_SGC_SGC_M1	0.000006	0.000192	0.000000	0.000011	0.000000	0.000129	0.000002	0.000010	0.338898	0.000004	0.000104	0.000324	0.143178	0.000003	0.000008	0.007808	0.000169	0.000005	0.031943	0.044474	0.067031	0.004743	0.243250	0.000285	0.513357	0.376852	0.561529	0.017761	0.930021	0.656447	0.367024	0.543537	0.000324	0.028433	0.000000	0.243736	0.480106	0.011435	0.142103	0.170828	0.835848	0.506339	0.583234	0.003494	0.930488	0.353404	0.879366	0.829008	0.005399	0.612668	0.532912	0.093814	0.103753	0.008944	0.070059	0.286656	0.257981	0.119064	0.341392	0.074694	0.000004	0.688409	0.073902	0.001300	0.418468	0.013810	0.009935	0.004069	0.559471	0.000020	0.001188	0.073691	0.415748	0.346552	0.779443	0.147779	0.000003	0.064132	0.266182	0.724920	0.218430	0.152642	0.209358	0.162357	0.754964	0.004167	0.718631	0.707594	0.617584	0.356347	0.445953	0.621000	0.001402	0.000372	0.007025	0.000019	0.806964	0.296902	0.869333	0.944210	0.035069	0.005492	0.928362	0.092974	0.792401	0.000808	0.000000	0.000264	0.985213	0.474667	0.002327	0.013441	0.421434	0.000009	0.211213	0.007389	0.842552	0.736855	0.000011	0.134924	0.003994	0.041811	0.367552	0.667105	0.774740	0.218543	0.179319	0.652415	0.003717	0.102973	0.176932	0.019938	0.000002	0.247102	0.646871	0.601832	0.019508	0.030711
Female_SGC_SGC_M2	0.019135	0.057994	0.000455	0.007285	0.001966	0.000001	0.000907	0.658184	0.001531	0.368461	0.079289	0.087629	0.000000	0.000069	0.000000	0.041779	0.039004	0.000000	0.000345	0.016992	0.190659	0.190435	0.746693	0.003532	0.447142	0.141759	0.179772	0.671804	0.723647	0.524428	0.977256	0.425244	0.006691	0.030700	0.243736	0.000000	0.128567	0.505691	0.841378	0.237188	0.031659	0.049897	0.298527	0.770851	0.004375	0.246516	0.127613	0.009162	0.000073	0.000366	0.839674	0.675073	0.802863	0.401283	0.424510	0.453749	0.256205	0.173699	0.158229	0.378914	0.000631	0.725141	0.418004	0.000278	0.077818	0.002475	0.112009	0.087670	0.788150	0.000331	0.924930	0.995366	0.853442	0.272022	0.486019	0.610768	0.000001	0.130785	0.796096	0.012942	0.989069	0.408703	0.699362	0.772726	0.517674	0.031836	0.857756	0.684851	0.511017	0.090625	0.992151	0.218900	0.001078	0.000700	0.000099	0.001815	0.622962	0.447926	0.521295	0.288484	0.003160	0.003508	0.018552	0.694699	0.003186	0.184873	0.000028	0.000534	0.921942	0.228182	0.031497	0.172523	0.385963	0.001241	0.165175	0.001277	0.823843	0.950133	0.000000	0.155646	0.833288	0.402302	0.871300	0.179936	0.632701	0.516085	0.421941	0.032215	0.000866	0.635192	0.445516	0.442240	0.000001	0.628981	0.191584	0.099128	0.699138	0.776836
Female_Schwann_Schwann_M1	0.174388	0.024755	0.507704	0.035945	0.908242	0.000865	0.299935	0.474141	0.605019	0.281331	0.486729	0.806349	0.676599	0.958532	0.032896	0.282544	0.872893	0.235259	0.015142	0.010211	0.202165	0.497932	0.445203	0.938168	0.372533	0.415450	0.026025	0.047287	0.900532	0.086012	0.671334	0.210774	0.301361	0.003981	0.480106	0.128567	0.000000	0.007259	0.196363	0.006773	0.000109	0.113509	0.078486	0.018237	0.000539	0.021514	0.055460	0.007485	0.842747	0.012943	0.034590	0.004396	0.455621	0.115615	0.000000	0.000000	0.000000	0.452031	0.013136	0.001148	0.508367	0.000684	0.148720	0.796732	0.858567	0.441846	0.013475	0.016968	0.485148	0.038355	0.006767	0.000817	0.764804	0.162814	0.545331	0.767967	0.700494	0.221671	0.500300	0.029954	0.034307	0.244639	0.471172	0.026107	0.043344	0.833199	0.049333	0.521760	0.059603	0.400492	0.202620	0.007060	0.709252	0.648082	0.526424	0.503703	0.450158	0.016675	0.508336	0.002464	0.755171	0.397999	0.520263	0.476146	0.007381	0.020388	0.504409	0.037546	0.215023	0.495354	0.008718	0.827719	0.539155	0.875506	0.545753	0.813550	0.573543	0.961773	0.715139	0.000151	0.000153	0.000142	0.006550	0.386057	0.248509	0.306232	0.191965	0.000000	0.704795	0.000846	0.008362	0.005924	0.173757	0.344442	0.873537	0.322764	0.785887	0.383548
Male_FB_FB_M1	0.000005	0.402339	0.088049	0.000000	0.001931	0.033603	0.004202	0.000002	0.000316	0.000002	0.001781	0.011359	0.811320	0.047669	0.106693	0.219278	0.496417	0.311696	0.107392	0.758768	0.005522	0.009615	0.058069	0.009370	0.000218	0.163019	0.715471	0.011452	0.766003	0.363853	0.135778	0.780240	0.000001	0.000012	0.011435	0.505691	0.007259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000015	0.000000	0.000000	0.000000	0.000000	0.000000	0.508959	0.000000	0.000000	0.000000	0.000000	0.000000	0.311932	0.000086	0.913955	0.553060	0.530635	0.063520	0.094517	0.802724	0.173551	0.000293	0.000000	0.726034	0.003677	0.088965	0.570196	0.353382	0.007911	0.130296	0.923896	0.222293	0.168585	0.940787	0.007673	0.248388	0.424321	0.571133	0.353589	0.491207	0.146660	0.193731	0.894336	0.370495	0.537185	0.312939	0.000730	0.450595	0.373522	0.005746	0.078319	0.131411	0.277338	0.233906	0.046932	0.757507	0.728040	0.100217	0.001355	0.423949	0.000000	0.000000	0.585572	0.000000	0.038105	0.315439	0.026191	0.009796	0.000004	0.055706	0.259794	0.034329	0.775856	0.001047	0.062831	0.151616	0.446313	0.391817	0.556099	0.323120	0.328621	0.058071	0.000512	0.086321	0.993311	0.008897	0.273100	0.087997	0.129628	0.108600	0.018170	0.330244	0.022690	0.958852	0.000565	0.000000
Male_FB_FB_M2	0.014277	0.294834	0.091612	0.009816	0.001298	0.769474	0.164380	0.139870	0.159330	0.012319	0.039793	0.693296	0.177004	0.361141	0.153451	0.902683	0.379953	0.252881	0.238692	0.564277	0.670361	0.971145	0.730051	0.006085	0.016070	0.100247	0.562756	0.047674	0.762141	0.335847	0.479385	0.036387	0.000679	0.031466	0.142103	0.841378	0.196363	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.155232	0.000000	0.000000	0.000000	0.000000	0.000000	0.192918	0.000744	0.417411	0.972114	0.528992	0.524192	0.286887	0.049965	0.016124	0.011085	0.000000	0.856881	0.033357	0.572637	0.117889	0.774208	0.068829	0.020297	0.678933	0.029972	0.784346	0.445108	0.054294	0.411088	0.758979	0.692834	0.775138	0.038664	0.027397	0.758513	0.135117	0.807489	0.029727	0.029758	0.000419	0.035109	0.014820	0.004729	0.218074	0.705870	0.363980	0.431008	0.064347	0.795649	0.315596	0.042165	0.008057	0.389058	0.000001	0.000000	0.787687	0.001185	0.043902	0.882162	0.022652	0.000003	0.000469	0.144620	0.067279	0.035416	0.775548	0.010485	0.045217	0.565714	0.343998	0.193905	0.964196	0.440051	0.991640	0.077416	0.068483	0.420313	0.770962	0.000274	0.808751	0.037853	0.017604	0.005108	0.038806	0.208466	0.228831	0.362251	0.345549	0.000028
Male_FB_FB_M3	0.406240	0.000000	0.083497	0.279012	0.943733	0.000126	0.846414	0.819514	0.001051	0.477173	0.122418	0.668219	0.383569	0.240839	0.000038	0.687554	0.151654	0.157724	0.000008	0.268621	0.034812	0.847584	0.011387	0.830877	0.260378	0.001883	0.000749	0.088249	0.153618	0.763633	0.192885	0.303680	0.048213	0.008831	0.170828	0.237188	0.006773	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.004549	0.000000	0.000000	0.000000	0.000002	0.000002	0.103235	0.000000	0.570146	0.825394	0.966640	0.373168	0.012009	0.205876	0.780556	0.296533	0.001287	0.050272	0.594573	0.943647	0.089638	0.543221	0.971546	0.630650	0.793237	0.479645	0.509757	0.592382	0.491100	0.324420	0.818322	0.854969	0.019629	0.434719	0.295428	0.155762	0.907834	0.389614	0.673214	0.526482	0.002053	0.380306	0.001905	0.016741	0.242746	0.007452	0.021000	0.001586	0.150899	0.051634	0.150419	0.105161	0.977407	0.310983	0.050931	0.000024	0.485614	0.040379	0.481204	0.946258	0.013323	0.993700	0.043827	0.859317	0.575690	0.319410	0.249770	0.163156	0.352234	0.185612	0.190013	0.009277	0.000410	0.187006	0.578145	0.079062	0.288927	0.226025	0.597917	0.002458	0.087480	0.419539	0.518489	0.156557	0.685020	0.507621	0.358151	0.255413	0.226487	0.000928
Male_FB_FB_M4	0.000250	0.002141	0.974663	0.000007	0.079360	0.000000	0.016122	0.002601	0.000004	0.001232	0.006339	0.148238	0.998633	0.432082	0.000541	0.081133	0.491017	0.550495	0.000019	0.296902	0.000015	0.000774	0.000503	0.126831	0.002705	0.382646	0.091024	0.006605	0.444278	0.770769	0.090003	0.890217	0.000035	0.000001	0.835848	0.031659	0.000109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.118716	0.000000	0.000000	0.000000	0.000000	0.000000	0.747706	0.000000	0.434555	0.924867	0.402651	0.273069	0.480054	0.693355	0.084881	0.025113	0.000000	0.739612	0.059095	0.248013	0.253303	0.897774	0.146628	0.480760	0.840254	0.057981	0.041121	0.414633	0.522090	0.143239	0.598444	0.640608	0.057510	0.241041	0.212240	0.007147	0.201460	0.433744	0.031816	0.236500	0.014772	0.185889	0.206307	0.032202	0.577428	0.211442	0.005137	0.268729	0.134523	0.111910	0.978285	0.100030	0.084902	0.795485	0.000006	0.000001	0.472248	0.000068	0.982175	0.703771	0.005553	0.394943	0.000718	0.391214	0.049842	0.430027	0.894060	0.041452	0.106569	0.243201	0.084664	0.005662	0.030526	0.656375	0.093060	0.038128	0.000217	0.080974	0.965637	0.001683	0.953831	0.290965	0.672059	0.370361	0.615093	0.078662	0.127141	0.213093	0.000506	0.000005
Male_FB_FB_M5	0.352046	0.012768	0.272285	0.880619	0.026062	0.615651	0.636929	0.457676	0.064821	0.038440	0.068497	0.023957	0.296990	0.568195	0.007976	0.035585	0.013435	0.432160	0.229091	0.741620	0.737640	0.403017	0.421606	0.273436	0.010139	0.010827	0.054264	0.285208	0.321894	0.628165	0.358066	0.004939	0.494074	0.592297	0.506339	0.049897	0.113509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000572	0.000000	0.000000	0.000000	0.020912	0.000000	0.000000	0.000000	0.000000	0.000039	0.982883	0.000126	0.397737	0.957568	0.698863	0.690079	0.381407	0.001151	0.000011	0.647436	0.000000	0.234655	0.006850	0.423870	0.019664	0.112055	0.349466	0.140213	0.767462	0.000765	0.975943	0.985288	0.846874	0.369776	0.930011	0.218068	0.786029	0.000246	0.001222	0.058001	0.003338	0.040772	0.003587	0.000181	0.005048	0.001466	0.001183	0.002310	0.800065	0.242640	0.170164	0.087160	0.021534	0.844026	0.988527	0.035331	0.306348	0.782111	0.000554	0.000000	0.629112	0.000366	0.836955	0.107286	0.012670	0.267766	0.000080	0.811011	0.000177	0.526340	0.499299	0.461289	0.100608	0.979668	0.380982	0.312367	0.991742	0.545402	0.916778	0.066928	0.194176	0.276215	0.779985	0.000003	0.375837	0.103119	0.196475	0.000140	0.645421	0.007813	0.831588	0.101961	0.981200	0.009099
Male_FB_FB_M6	0.004488	0.000034	0.767040	0.162169	0.008883	0.097081	0.001990	0.700982	0.009825	0.159908	0.141179	0.774937	0.026088	0.210323	0.089070	0.040994	0.390272	0.221329	0.000001	0.228485	0.004333	0.209058	0.004160	0.000907	0.971538	0.006486	0.000002	0.012069	0.000479	0.013662	0.310107	0.823257	0.003838	0.000068	0.583234	0.298527	0.078486	0.000015	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.001003	0.000000	0.000000	0.706797	0.000000	0.000000	0.000000	0.000124	0.000211	0.219072	0.000085	0.344790	0.698324	0.028674	0.202011	0.338575	0.001219	0.681057	0.363949	0.001470	0.142576	0.869383	0.314489	0.921644	0.333965	0.340927	0.536521	0.772204	0.959258	0.976153	0.635388	0.450444	0.032901	0.228148	0.187248	0.038577	0.428484	0.353499	0.031952	0.050636	0.322213	0.982542	0.594595	0.438765	0.964047	0.015900	0.004506	0.030811	0.075219	0.039397	0.323576	0.126374	0.480973	0.583125	0.020992	0.607157	0.495119	0.038859	0.000095	0.907686	0.133220	0.937425	0.482368	0.016896	0.352915	0.229901	0.271578	0.948782	0.209219	0.086905	0.553780	0.319956	0.615169	0.415998	0.556156	0.007877	0.025251	0.452590	0.107845	0.672044	0.009774	0.339780	0.000007	0.387407	0.404198	0.647760	0.001053	0.731050	0.479039	0.917128	0.106647	0.965194	0.037945
Male_FB_FB_M7	0.000000	0.743104	0.000123	0.000000	0.000000	0.170070	0.000000	0.000000	0.000000	0.000000	0.000010	0.000102	0.002135	0.000019	0.911400	0.000051	0.000722	0.002861	0.001755	0.499234	0.000005	0.000095	0.000133	0.000000	0.018244	0.278219	0.364782	0.000615	0.598236	0.526671	0.010739	0.454148	0.000000	0.000000	0.003494	0.770851	0.018237	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000108	0.000000	0.000000	0.189036	0.000000	0.000000	0.000000	0.000000	0.000000	0.348466	0.000896	0.843288	0.582235	0.147355	0.173805	0.003908	0.607651	0.029946	0.000103	0.000000	0.029307	0.026885	0.189481	0.786929	0.151187	0.058868	0.096718	0.678768	0.107790	0.049614	0.840965	0.000071	0.416899	0.694038	0.827499	0.356832	0.158320	0.199900	0.004950	0.064207	0.000993	0.190684	0.359786	0.059466	0.213044	0.183812	0.061734	0.000528	0.013729	0.327800	0.057254	0.056011	0.615486	0.248293	0.234837	0.001897	0.017527	0.000003	0.000000	0.884352	0.000015	0.016182	0.185486	0.068217	0.050688	0.000235	0.000227	0.073784	0.000092	0.105863	0.001640	0.080881	0.524326	0.364358	0.917173	0.288756	0.866284	0.171519	0.062752	0.000762	0.274443	0.591074	0.011295	0.010308	0.049219	0.188617	0.107756	0.000947	0.067580	0.187513	0.083415	0.003718	0.000001
