Gene	C	Z	Pval	FDR	Module
AC093599.1	0.037756673424354	76.18756264936594	0.0	0.0	Female_KC_M1
ST6GALNAC4	0.034739656021488	75.96501970956943	0.0	0.0	Female_KC_M1
NTRK3	0.0439130590218757	74.98892567165986	0.0	0.0	Female_KC_M1
RNF212	0.0363079188044213	74.61006198545319	0.0	0.0	Female_KC_M5
MRAP2	0.0369779635169929	74.48111008772926	0.0	0.0	Female_KC_M1
RAB36	0.0323228691547396	71.08801964270607	0.0	0.0	Female_KC_M3
BANK1	0.0363289040929688	71.02256120308408	0.0	0.0	Female_KC_M1
LINC00519	0.0336454520437064	70.24052464555326	0.0	0.0	Female_KC_M1
CD248	0.0324699279927258	70.00619376851994	0.0	0.0	Female_KC_M2
DSCAS	0.0342459037599245	69.65380967179773	0.0	0.0	Female_KC_M6
KRT72	0.0361958487140682	69.51455004883209	0.0	0.0	Female_KC_M6
AC105046.1	0.0340713144312986	69.41749410821829	0.0	0.0	Female_KC_M1
AC113143.3	0.0318649654583213	69.15863737669443	0.0	0.0	Female_KC_M1
CGAS	0.0337295319541224	68.71298159150257	0.0	0.0	Female_KC_M1
SYT12	0.032985123038067	68.21768990970533	0.0	0.0	Female_KC_M1
AP000424.1	0.0333296900858738	67.9773818439244	0.0	0.0	Female_KC_M1
DGCR9	0.0331043186416217	67.97052299973646	0.0	0.0	Female_KC_M3
HOXC4	0.0342762424666776	67.6558363069864	0.0	0.0	Female_KC_M3
HOXA10	0.032872273490449	67.15748709501445	0.0	0.0	Female_KC_M5
AC108925.1	0.0321209537815698	66.745153331252	0.0	0.0	Female_KC_M6
AC067751.1	0.0349644385864802	66.53110633576411	0.0	0.0	Female_KC_M1
AL161785.1	0.0317310312402635	66.4214452861367	0.0	0.0	Female_KC_M1
AC012368.1	0.0326530975880423	66.3646669011672	0.0	0.0	Female_KC_M6
GABRQ	0.0298868413038948	65.56354669309496	0.0	0.0	Female_KC_M3
FYB1	0.0334996013380287	63.555753434589	0.0	0.0	Female_KC_M1
HOXC-AS1	0.0293649680836158	62.95842475137548	0.0	0.0	Female_KC_M5
AC010641.2	0.0291864043209835	62.90608531791795	0.0	0.0	Female_KC_M4
GLS2	0.0294118555357854	62.889663312239485	0.0	0.0	Female_KC_M1
ALKAL2	0.0322548347588057	62.75755859669402	0.0	0.0	Female_KC_M1
HOXC8	0.0305294073859927	61.97835242824311	0.0	0.0	Female_KC_M3
AP000547.3	0.0295917477126216	61.78443383609032	0.0	0.0	Female_KC_M5
HOXA5	0.0306632755855776	60.6744383393931	0.0	0.0	Female_KC_M5
AC092650.1	0.0289002411841869	59.09219203678132	0.0	0.0	Female_KC_M6
LINC01344	0.031951909557541	58.43460160460008	0.0	0.0	Female_KC_M1
UGT1A7	0.0279665222118841	58.13609608001844	0.0	0.0	Female_KC_M6
GPRC5B	0.0317895885656676	57.78070453133883	0.0	0.0	Female_KC_M1
HOXC12	0.0277503862962333	57.69736549471335	0.0	0.0	Female_KC_M3
PTPN20	0.0272998331258579	55.740616091439904	0.0	0.0	Female_KC_M5
TLR1	0.0275864566535346	55.18550674761147	0.0	0.0	Female_KC_M1
LINC02185	0.0255729682430713	54.46478389176456	0.0	0.0	Female_KC_M4
TLR2	0.0277455586674369	54.05680405387298	0.0	0.0	Female_KC_M1
AK8	0.0252985012372325	51.46233642502085	0.0	0.0	Female_KC_M5
ACADL	0.0250367132848668	51.17049683385339	0.0	0.0	Female_KC_M5
IRF5	0.0244372778763656	51.11352131845689	0.0	0.0	Female_KC_M4
LGI3	0.0233241361674856	50.18195229898355	0.0	0.0	Female_KC_M4
GPR143	0.024590202707364	49.18842452468198	0.0	0.0	Female_KC_M1
C22orf31	0.02255812557323	46.60412216548573	0.0	0.0	Female_KC_M1
HOXA-AS3	0.0233053826434651	46.53600388578871	0.0	0.0	Female_KC_M5
LINC01090	0.0232181179666494	44.54060592364959	0.0	0.0	Female_KC_M1
PKP4-AS1	0.0222866471684712	43.98558494278425	0.0	0.0	Female_KC_M1
OPN5	0.0198603725470066	40.764346593950414	0.0	0.0	Female_KC_M6
LINC01254	0.0190854845410803	39.90363071976967	0.0	0.0	Female_KC_M6
KL	0.019830092410399	39.41844693994446	0.0	0.0	Female_KC_M1
UGT1A6	0.0185003438817825	38.31056267230757	0.0	0.0	Female_KC_M6
SMIM2	0.0159358897985809	33.35480697125254	3.102323611729037e-244	3.2717033491510247e-244	Female_KC_M6
FMNL1	0.0176249956815267	33.23191287467648	1.863065426399997e-242	1.961965599680916e-242	Female_KC_M1
HOXB-AS1	0.0177263376719352	33.23109260668994	1.9145959086952136e-242	2.013342975619322e-242	Female_KC_M6
UGT1A1	0.0151342783064524	31.33471825285244	7.857079546071454e-216	8.215237018257049e-216	Female_KC_M6
HOXA6	0.0157681644388016	31.235563956170683	1.7532371651962956e-214	1.830549188128138e-214	Female_KC_M5
FAM25G	0.0139721961503568	29.476076035807058	2.9170078261104715e-191	3.032696521763578e-191	Female_KC_M6
LINC02310	0.0107395168838144	23.412635606747624	1.5888536244933398e-121	1.6333593282606602e-121	Female_KC_M6
HOXB3	0.0128151835882639	23.396143209352243	2.3389669970663807e-121	2.401121364820593e-121	Female_KC_M6
CFAP46	0.0108714342450826	22.49329699775411	2.4138012816361567e-112	2.4744834367610883e-112	Female_KC_M6
PEG3	0.0114833654767905	22.33047435002038	9.346637698544284e-111	9.568245565873785e-111	Female_KC_M6
LINC00705	0.0112908078638081	22.323152702418263	1.1010092618483966e-110	1.1255442871820657e-110	Female_KC_M6
HOXC-AS3	0.0093899130012408	20.509474444087463	8.859930345272527e-94	9.032206768652824e-94	Female_KC_M5
C2CD4C	0.0087790905528327	18.373838965553823	1.0640644216327621e-75	1.0772734972116515e-75	Female_KC_M6
HSPA1A	0.6300740299472501	137.2412297656202	0.0	0.0	Female_Schwann_M1
DNAJB1	0.6085909673585954	132.5330942249034	0.0	0.0	Female_Schwann_M1
HSPA1B	0.5846120158961555	126.91898543767924	0.0	0.0	Female_Schwann_M1
CCN5	0.5555175034560104	117.0628159311267	0.0	0.0	Female_Schwann_M1
ATF3	0.5118111136940987	112.229029388021	0.0	0.0	Female_Schwann_M1
EMP1	0.4886051918931541	108.59830897830054	0.0	0.0	Female_Schwann_M1
LRP1B	0.432615082747193	92.21214360305842	0.0	0.0	Female_Schwann_M1
KIRREL3	0.4096683636626739	86.07650581012884	0.0	0.0	Female_Schwann_M1
UBB	0.3781372841449202	82.0604488063466	0.0	0.0	Female_Schwann_M1
COL1A2	0.370930680785334	81.75192575724462	0.0	0.0	Female_Schwann_M1
B2M	0.3699213196629406	75.8118385418425	0.0	0.0	Female_Schwann_M1
AL139383.1	0.3421224068045378	73.41310100825659	0.0	0.0	Female_Schwann_M1
RBMS3	0.3299883403833543	71.0378211311994	0.0	0.0	Female_Schwann_M1
ANK2	0.3058689873825898	66.01023466184694	0.0	0.0	Female_Schwann_M1
NR4A1	0.3032980915738286	65.687997137711	0.0	0.0	Female_Schwann_M1
PDLIM3	0.3234051929885707	65.42165824480225	0.0	0.0	Female_Schwann_M1
VPS13D	0.2641602138283574	55.48919971396176	0.0	0.0	Female_Schwann_M1
PRELP	0.2535110827754173	54.85425629708006	0.0	0.0	Female_Schwann_M1
PLCB1	0.2494759895277334	53.02946065966355	0.0	0.0	Female_Schwann_M1
IER5L	0.2343846939923816	51.2070960410655	0.0	0.0	Female_Schwann_M1
IGSF1	0.2466733875051939	51.08440197487717	0.0	0.0	Female_Schwann_M1
COL6A1	0.2314155705975799	49.7429929285301	0.0	0.0	Female_Schwann_M1
ZFP36L2	0.2208944229148603	48.95419315903777	0.0	0.0	Female_Schwann_M1
COL21A1	0.2271078162770446	48.878404734245485	0.0	0.0	Female_Schwann_M1
L1CAM	0.2230943356978532	48.6701818000328	0.0	0.0	Female_Schwann_M1
CTSC	0.2211894672577826	48.20172521054293	0.0	0.0	Female_Schwann_M1
CD59	0.2248479157923136	47.5698611159217	0.0	0.0	Female_Schwann_M1
GPR155	0.2156269472330604	46.71075321857475	0.0	0.0	Female_Schwann_M1
IFITM2	0.2083869797562737	45.380868406892056	0.0	0.0	Female_Schwann_M1
HLA-C	0.2080189946292016	44.98845158541012	0.0	0.0	Female_Schwann_M1
COL6A2	0.2053154698406503	43.98405351331984	0.0	0.0	Female_Schwann_M1
APCDD1	0.1963063125348005	41.64424593417134	0.0	0.0	Female_Schwann_M1
C10orf90	0.1955214008446463	39.79036630146618	0.0	0.0	Female_Schwann_M1
HLA-A	0.1812801111077496	38.62380657676178	0.0	0.0	Female_Schwann_M1
LINC01198	0.1660229477285806	36.27003731065839	2.401309683119437e-288	6.58540988855482e-288	Female_Schwann_M1
PIK3R3	0.1612326918427352	35.580318887499566	1.4119971946107178e-277	3.651021317493428e-277	Female_Schwann_M1
SLC44A3	0.1565485834432402	33.195896875341546	6.169005204439148e-242	1.5295752630184734e-241	Female_Schwann_M1
ST6GALNAC3	0.1547289465002251	33.19442062720232	6.4791302238847715e-242	1.5847602304366807e-241	Female_Schwann_M1
EIF4A1	0.1531511341837518	33.129461591258064	5.596403758060214e-241	1.350598773611865e-240	Female_Schwann_M1
CD63	0.1543208606771726	31.52424692028308	2.021377195165764e-218	4.751548991233808e-218	Female_Schwann_M1
ANKRD33B	0.1461109049394394	31.45333301222437	1.8897312822413974e-217	4.385145667765294e-217	Female_Schwann_M1
RASSF4	0.1458993948768673	31.369869500208445	2.607061801958271e-216	5.898477326930588e-216	Female_Schwann_M1
TENM3	0.1404727544949082	29.990695651296654	6.488303792421067e-198	1.449855538800263e-197	Female_Schwann_M1
ATF4	0.137217063997615	29.947163569134435	2.395220539324975e-197	5.287011190461225e-197	Female_Schwann_M1
FBLN2	0.1353871872484608	29.03845234307075	1.0764225807334735e-185	2.347379362804322e-185	Female_Schwann_M1
THSD7A	0.1306207759866852	27.85449478323616	4.7511821656470995e-171	9.999581069559596e-171	Female_Schwann_M1
AKAP6	0.1333568146379949	27.006447551007973	6.207229874679917e-161	1.2913892038127184e-160	Female_Schwann_M1
CCND2	0.1218837849945743	26.842537684638582	5.154167552316739e-159	1.0601185533742383e-158	Female_Schwann_M1
JDP2	0.1189443134927127	26.63791585179401	1.2353020872659662e-156	2.512243570731908e-156	Female_Schwann_M1
RGS7	0.1198283357014701	24.782761169487	6.877385919807876e-136	1.3385019908443283e-135	Female_Schwann_M1
EDNRB	0.1126200250528507	24.545765513709775	2.3997971626466053e-133	4.620886025947187e-133	Female_Schwann_M1
GPC1	0.1123124403160033	24.01618398368793	9.421106499614237e-128	1.7762711212814338e-127	Female_Schwann_M1
KLF10	0.1032188764581764	22.666960290075853	4.7463332192930776e-114	8.590863126920469e-114	Female_Schwann_M1
NR4A3	0.1015626612839285	22.01856277309674	9.561649459053517e-108	1.6967240706751828e-107	Female_Schwann_M1
HNRNPF	0.0942690325827803	20.51330306363385	8.189254087500512e-94	1.4116714188929457e-93	Female_Schwann_M1
RAB32	0.0893230116825043	19.122077919585323	8.26927761649834e-82	1.3858696746168514e-81	Female_Schwann_M1
IRS2	0.0850146096287003	18.562774656117263	3.214823944941002e-77	5.289846673039285e-77	Female_Schwann_M1
DDAH2	0.0740198057350266	16.59366347573387	3.8724338358800063e-62	6.2027480026042595e-62	Female_Schwann_M1
SEPTIN10	0.072282733115487	16.034174173808914	3.687878320940077e-58	5.855315579738193e-58	Female_Schwann_M1
ATP11B	0.0711295197901197	15.25601601624454	7.506984138591234e-53	1.1613368624658233e-52	Female_Schwann_M1
COL9A3	0.0709897272298064	15.234326214466408	1.046367034399278e-52	1.6050206205616041e-52	Female_Schwann_M1
ITSN1	0.0666712535320494	14.397320551067812	2.689436564811003e-47	3.894304145846332e-47	Female_Schwann_M1
DCBLD2	0.0640729017494606	13.726714645418534	3.5123681693768907e-43	4.96670811450951e-43	Female_Schwann_M1
TUBB6	0.0600915614304304	12.98737372660337	7.214703079451266e-39	1.0122955483571157e-38	Female_Schwann_M1
CBX5	0.0411742878914834	8.794620986335582	7.176582049014098e-19	8.659742339143676e-19	Female_Schwann_M1
MLXIP	0.0380925548941374	8.139220418711227	1.989155661100683e-16	2.293230411842188e-16	Female_Schwann_M1
CAPN2	0.035103267562287	7.8848283517958	1.574840794795967e-15	1.7815386491129377e-15	Female_Schwann_M1
NCOA7	0.0346576985530139	7.732314266367499	5.2804418897898e-15	5.899752975629345e-15	Female_Schwann_M1
STAM	0.0344730067429833	7.436958915453917	5.151478808176715e-14	5.720353768588868e-14	Female_Schwann_M1
CXCL14	0.9717033092384152	909.5314258613146	0.0	0.0	Female_KC_Channel_M2
TSHZ2	0.9141465167546012	828.1705364667656	0.0	0.0	Female_KC_Channel_M2
C12orf75	0.864594336569569	774.8867171465621	0.0	0.0	Female_KC_Channel_M2
KRT9	0.8840479519861696	765.8756546313315	0.0	0.0	Female_KC_Channel_M2
FOXP2	0.8047552543594637	656.4515454570899	0.0	0.0	Female_KC_Channel_M2
APOE	0.7897500353194238	641.9016316763045	0.0	0.0	Female_KC_Channel_M1
S100A7	0.8158963673373535	638.7619178494884	0.0	0.0	Female_KC_Channel_M1
KLK11	0.6893389526882737	532.6191682426871	0.0	0.0	Female_KC_Channel_M1
S100A8	0.6831194436376448	498.2340735817309	0.0	0.0	Female_KC_Channel_M1
HOXC9	0.601223427443216	452.2433899074978	0.0	0.0	Female_KC_Channel_M2
S100A9	0.6409029874657858	450.789675691277	0.0	0.0	Female_KC_Channel_M1
KRT15	0.5923022569514873	424.9774043446468	0.0	0.0	Female_KC_Channel_M1
CCL27	0.6020429409270573	419.365205011988	0.0	0.0	Female_KC_Channel_M1
HOXC6	0.4806557660168455	339.1467979850908	0.0	0.0	Female_KC_Channel_M2
HOTAIR	0.4242386141793365	291.51882648208	0.0	0.0	Female_KC_Channel_M2
HOXC11	0.3813339841259902	282.7136164582492	0.0	0.0	Female_KC_Channel_M2
ADGRL3	0.4384947338686191	269.65330701490143	0.0	0.0	Female_KC_Channel_M1
FAM83A	0.3402872176796536	217.59919519128692	0.0	0.0	Female_KC_Channel_M1
HOXA10-AS	0.2851909823259218	176.12469332509824	0.0	0.0	Female_KC_Channel_M2
MUCL1	0.9321525646394904	613.0997759802474	0.0	0.0	Female_SGC_M2
SAA1	0.9183678875107756	581.251697651143	0.0	0.0	Female_SGC_M1
SAA2	0.9103499308051144	576.79169693245	0.0	0.0	Female_SGC_M1
PRR4	0.9187849265000384	575.3817112285556	0.0	0.0	Female_SGC_M2
ZG16B	0.8661958728531498	549.366699408558	0.0	0.0	Female_SGC_M1
CA6	0.8511799849098144	548.9844397881596	0.0	0.0	Female_SGC_M1
LTF	0.8582053638826922	522.6704960104012	0.0	0.0	Female_SGC_M1
IGFBP7	0.8082533585987522	518.0254157624602	0.0	0.0	Female_SGC_M1
MGP	0.8374951705536264	506.0088816687093	0.0	0.0	Female_SGC_M1
WFDC2	0.7791482673400464	481.4659942615402	0.0	0.0	Female_SGC_M1
NTRK2	0.7504839921315528	478.2342457240047	0.0	0.0	Female_SGC_M1
MUC7	0.7816593428390058	477.3439492465615	0.0	0.0	Female_SGC_M1
SGK1	0.7592041037653129	476.516911942301	0.0	0.0	Female_SGC_M1
KLK11	0.775585014270843	471.5527626210203	0.0	0.0	Female_SGC_M2
NDUFA4L2	0.755019549474111	457.8573464064291	0.0	0.0	Female_SGC_M1
LCN2	0.7363603819556461	455.8373981826323	0.0	0.0	Female_SGC_M1
HIF1A	0.655141294633319	416.9149985927975	0.0	0.0	Female_SGC_M1
SNCA	0.6693561446931938	414.9266906555703	0.0	0.0	Female_SGC_M1
ADIRF	0.6597238720633373	406.2944349167124	0.0	0.0	Female_SGC_M1
CCL28	0.6678214304819299	403.9343550833208	0.0	0.0	Female_SGC_M1
LINC00342	0.6572258425746624	397.8609939850208	0.0	0.0	Female_SGC_M1
ADARB2	0.6823473759146564	387.7907461058367	0.0	0.0	Female_SGC_M1
ANKRD36C	0.6464416363914429	387.0324311991252	0.0	0.0	Female_SGC_M1
GPC6	0.6398346361549079	382.59100804512775	0.0	0.0	Female_SGC_M1
PI3	0.6581443382813589	380.30931633421136	0.0	0.0	Female_SGC_M1
TMPRSS11E	0.6311073846084242	367.7560839768116	0.0	0.0	Female_SGC_M2
SAA4	0.5686265209736083	351.56974955169954	0.0	0.0	Female_SGC_M1
HPGD	0.5672138407496373	327.61944831125373	0.0	0.0	Female_SGC_M1
AL117329.1	0.5524596870117146	319.95386461254714	0.0	0.0	Female_SGC_M2
HS6ST2	0.5638122053851382	310.3845900771698	0.0	0.0	Female_SGC_M2
GALNT13	0.5107716674641113	298.8763199509113	0.0	0.0	Female_SGC_M1
CTNND2	0.5284973778962211	295.2051254824087	0.0	0.0	Female_SGC_M2
PPP1R3C	0.486339832278879	285.31225766848263	0.0	0.0	Female_SGC_M1
LEF1	0.5048924759839549	272.3407804310691	0.0	0.0	Female_SGC_M2
CHI3L1	0.4622276856119039	271.2277470399994	0.0	0.0	Female_SGC_M1
CHI3L2	0.4709647353178016	259.6269664500928	0.0	0.0	Female_SGC_M1
TM4SF18	0.4565577587793827	259.0879631417121	0.0	0.0	Female_SGC_M1
MEIS2	0.4231711635196269	253.1923613942087	0.0	0.0	Female_SGC_M1
CYP3A5	0.4592132129042763	250.90159289030345	0.0	0.0	Female_SGC_M1
CD14	0.3881226191067353	236.2579320665566	0.0	0.0	Female_SGC_M1
RBMS3	0.3615641488662396	215.52020237617327	0.0	0.0	Female_SGC_M1
SPHKAP	0.3797670882605465	213.12106516736063	0.0	0.0	Female_SGC_M1
SCCPDH	0.3597671654190572	213.0590613269044	0.0	0.0	Female_SGC_M1
HS6ST3	0.3835690644892466	207.52731420749623	0.0	0.0	Female_SGC_M1
HOXB2	0.3668186376867557	202.02346684668868	0.0	0.0	Female_SGC_M2
ARHGDIB	0.3338994071502006	200.29519056265323	0.0	0.0	Female_SGC_M1
GALNT12	0.3545311943001843	199.9489963071649	0.0	0.0	Female_SGC_M2
SYT13	0.3631058623632701	199.5561641589243	0.0	0.0	Female_SGC_M2
PIGR	0.3454237274293203	187.4942970145676	0.0	0.0	Female_SGC_M1
CA8	0.3198676750789483	185.56793088800467	0.0	0.0	Female_SGC_M1
PIK3R1	0.315756535271265	182.62455091238368	0.0	0.0	Female_SGC_M1
QPCT	0.3024677329528895	175.64493443556353	0.0	0.0	Female_SGC_M2
MPV17L	0.2589408737264261	149.0280581539204	0.0	0.0	Female_SGC_M1
GRIA4	0.2555953442257314	145.01509034300162	0.0	0.0	Female_SGC_M1
PTCHD1-AS	0.2298818260183136	122.50393279020668	0.0	0.0	Female_SGC_M1
PDZRN3	0.180959445826478	106.36561082553231	0.0	0.0	Female_SGC_M1
PAG1	0.1804637012042235	105.48656310655043	0.0	0.0	Female_SGC_M2
PRSS8	0.1733536824281127	101.09326248435796	0.0	0.0	Female_SGC_M1
CPEB2-DT	0.1812029228685482	93.83793796210978	0.0	0.0	Female_SGC_M2
GASK1B	0.1580603531127639	91.39018471872323	0.0	0.0	Female_SGC_M2
SLITRK6	0.1553336977120786	89.15794022745912	0.0	0.0	Female_SGC_M1
HOXB3	0.1692835849356025	87.10444115787251	0.0	0.0	Female_SGC_M2
HOXA9	0.155978026333892	82.92134063772998	0.0	0.0	Female_SGC_M2
HOXA7	0.1504406958854298	82.68555110248509	0.0	0.0	Female_SGC_M2
ADGRL3	0.154498049418743	80.01412646553958	0.0	0.0	Female_SGC_M2
ZDHHC14	0.1189132090312123	73.68100710893638	0.0	0.0	Female_SGC_M1
HOXC10	0.1126255701290364	65.37542610308019	0.0	0.0	Female_SGC_M2
HOTAIR	0.1165838257229091	65.27934091970323	0.0	0.0	Female_SGC_M2
SKAP1	0.1239588724374495	64.89939593919898	0.0	0.0	Female_SGC_M2
HOXC12	0.0830267530092113	47.38036361195969	0.0	0.0	Female_SGC_M2
HOXA10	0.0832206383162377	47.23218166292639	0.0	0.0	Female_SGC_M2
HOXC9	0.0749098224642914	42.61211711548869	0.0	0.0	Female_SGC_M2
HSD17B2	0.0749425642536294	40.12760347917895	0.0	0.0	Female_SGC_M1
HOXC6	0.069661153909639	39.55146817886247	0.0	0.0	Female_SGC_M2
HOXC8	0.0689036962771084	39.29029190890469	0.0	0.0	Female_SGC_M2
HOXC11	0.0645584158862036	37.33994516529341	1.8459291367667632e-305	1.9571296871743995e-305	Female_SGC_M2
HOXC4	0.0489141571089747	26.717926284013306	1.4570267468664278e-157	1.5084512202852427e-157	Female_SGC_M2
AC026765.3	0.0467680933210825	26.038298986948146	9.127394855415285e-150	9.339659852052849e-150	Female_SGC_M2
KRT6B	0.6905806895638805	388.13236585015807	0.0	0.0	Female_HFC_M4
PDZRN3	0.466814966828982	252.45437827457863	0.0	0.0	Female_HFC_M4
SFRP1	0.4399448133089363	241.0772970635468	0.0	0.0	Female_HFC_M1
PLCB1	0.4477446169691811	238.89893092867	0.0	0.0	Female_HFC_M1
LRRC4C	0.4627663163065522	237.242160084826	0.0	0.0	Female_HFC_M1
WIF1	0.4370500286426305	235.5343346372807	0.0	0.0	Female_HFC_M1
FABP5	0.4022180058758699	232.71765433521085	0.0	0.0	Female_HFC_M4
ENPP1	0.4277045405563974	221.920188055389	0.0	0.0	Female_HFC_M1
CALML3	0.3949265057133597	215.27811914052623	0.0	0.0	Female_HFC_M4
CDH12	0.3642261205017466	187.7927583110929	0.0	0.0	Female_HFC_M2
PDZD2	0.3543102782840376	186.9555429321671	0.0	0.0	Female_HFC_M3
NEBL	0.3536143719761278	186.6379870302137	0.0	0.0	Female_HFC_M4
NPNT	0.3546818883037316	177.8896337836255	0.0	0.0	Female_HFC_M2
ISM1	0.3268247070488971	170.52364295444082	0.0	0.0	Female_HFC_M1
CNTN6	0.3206373119301154	165.82717582649022	0.0	0.0	Female_HFC_M1
NRXN1	0.3407486271103917	162.5925923534339	0.0	0.0	Female_HFC_M2
APCDD1L-DT	0.3046103711493712	160.91171144107514	0.0	0.0	Female_HFC_M1
HAS1	0.3026402849720475	160.64393074757905	0.0	0.0	Female_HFC_M2
IRF1	0.291613002588947	159.33481109057954	0.0	0.0	Female_HFC_M2
MEIS1	0.3057309236577715	159.14098426028622	0.0	0.0	Female_HFC_M1
RBFOX1	0.2890891253738517	151.29006011586813	0.0	0.0	Female_HFC_M1
LINC01266	0.2906729137613854	148.6959523928856	0.0	0.0	Female_HFC_M1
RHOV	0.267138402077909	146.8583004761216	0.0	0.0	Female_HFC_M4
SEMA5A	0.2716696681602418	144.49052797604716	0.0	0.0	Female_HFC_M1
RGS6	0.3142777789289397	143.41895660425163	0.0	0.0	Female_HFC_M2
SDK1	0.2648034152965178	137.86681431124524	0.0	0.0	Female_HFC_M1
CYCS	0.2379014399547945	132.04427134710298	0.0	0.0	Female_HFC_M2
NR4A2	0.2387645887548214	128.05483396178795	0.0	0.0	Female_HFC_M2
ANKRD33B	0.2376649729650876	123.78743686177232	0.0	0.0	Female_HFC_M2
LGR6	0.2338517296958567	121.1522364759361	0.0	0.0	Female_HFC_M1
CNN1	0.2386056828718268	118.28652598393715	0.0	0.0	Female_HFC_M2
DAPK2	0.2250533639288433	117.45578021941192	0.0	0.0	Female_HFC_M2
GRK3	0.2184115816111529	116.94478841323736	0.0	0.0	Female_HFC_M1
SNTG2	0.2173130263151192	113.25702810102705	0.0	0.0	Female_HFC_M1
CARD18	0.1929343791510061	112.65135649484932	0.0	0.0	Female_HFC_M4
IGF1R	0.2121017534324911	112.62838435773212	0.0	0.0	Female_HFC_M3
DBI	0.197228341683247	112.31328303405428	0.0	0.0	Female_HFC_M4
CLCA2	0.2056657911553423	106.71786800010852	0.0	0.0	Female_HFC_M4
FIGN	0.2060340089090862	106.61756088061722	0.0	0.0	Female_HFC_M1
LDLRAD4	0.2118192529134565	106.46348376197798	0.0	0.0	Female_HFC_M3
ADAMTS17	0.1989616776686152	105.5560193118771	0.0	0.0	Female_HFC_M1
FREM2	0.1976939610168341	102.5838907211038	0.0	0.0	Female_HFC_M2
FARP1	0.1909881867637477	101.5037281095904	0.0	0.0	Female_HFC_M3
SMCO4	0.1845480813975931	99.0736814114827	0.0	0.0	Female_HFC_M4
AC068587.4	0.1833312581920126	97.29325759734284	0.0	0.0	Female_HFC_M4
MPPED1	0.1830974818974227	96.98442298799648	0.0	0.0	Female_HFC_M1
MYO3B	0.185061495527644	96.7835655925697	0.0	0.0	Female_HFC_M3
SLC6A6	0.1851479263103678	95.99973901105676	0.0	0.0	Female_HFC_M1
TUBA1C	0.1670335880229934	94.43598053910712	0.0	0.0	Female_HFC_M2
LINC00378	0.1861578513077367	94.20230128458256	0.0	0.0	Female_HFC_M1
SDK2	0.1783483863552216	93.36820945404024	0.0	0.0	Female_HFC_M2
SGO1-AS1	0.2049817318237593	93.27038854722898	0.0	0.0	Female_HFC_M2
INTS12	0.1713916851325179	89.21597970949598	0.0	0.0	Female_HFC_M2
PTCH1	0.1514668733114134	82.66853158468523	0.0	0.0	Female_HFC_M1
S100A1	0.1655258607763605	79.71085593810426	0.0	0.0	Female_HFC_M4
SCRG1	0.1542164120127185	79.33935681756446	0.0	0.0	Female_HFC_M2
PCOLCE2	0.1598097065918056	78.47514900868451	0.0	0.0	Female_HFC_M2
APCDD1L	0.1503912031211496	77.8143220495585	0.0	0.0	Female_HFC_M1
CHI3L1	0.1457908305925775	77.73112835855491	0.0	0.0	Female_HFC_M3
MACROD2	0.1467893047702606	76.64902423490616	0.0	0.0	Female_HFC_M3
FAM41C	0.1436893338376613	76.03086829873666	0.0	0.0	Female_HFC_M1
GRHL1	0.1382062650199763	75.03762531736201	0.0	0.0	Female_HFC_M3
C1QTNF12	0.1313677755785002	74.43256434630764	0.0	0.0	Female_HFC_M2
SHANK2	0.1381154550084452	71.9473312712423	0.0	0.0	Female_HFC_M3
SLC38A1	0.1322967992568471	71.83603894044438	0.0	0.0	Female_HFC_M3
CDON	0.134853969106666	69.6990629700572	0.0	0.0	Female_HFC_M1
MGST1	0.1246278012840999	68.38844513648179	0.0	0.0	Female_HFC_M4
ADAMTS19	0.1324448218270553	66.56517564112134	0.0	0.0	Female_HFC_M1
IL18	0.1283370138055453	66.39204380956308	0.0	0.0	Female_HFC_M4
IRX1	0.1229066818877505	65.5967745036306	0.0	0.0	Female_HFC_M2
LRRC8B	0.1260725591659726	65.35554931451829	0.0	0.0	Female_HFC_M3
PDE4B	0.1217478551350248	65.12164458876371	0.0	0.0	Female_HFC_M1
NPHS1	0.1361923707382069	64.83366411863196	0.0	0.0	Female_HFC_M2
SPINT2	0.1211470105994767	64.54059145860842	0.0	0.0	Female_HFC_M4
RGCC	0.1217926004707424	63.585413604118784	0.0	0.0	Female_HFC_M2
MARK1	0.1191917360542881	63.44543891186903	0.0	0.0	Female_HFC_M2
ZNF608	0.1186334500730577	62.54080059426572	0.0	0.0	Female_HFC_M3
CYSTM1	0.1129034000230817	61.57399776291119	0.0	0.0	Female_HFC_M2
CAMK2D	0.1147254746642925	61.54483103054193	0.0	0.0	Female_HFC_M1
LINC01140	0.1165461833581609	60.75742719587172	0.0	0.0	Female_HFC_M2
SDCBP2	0.1137417051237348	60.54978308547746	0.0	0.0	Female_HFC_M4
NDUFA4L2	0.1088290798006384	57.487155124125785	0.0	0.0	Female_HFC_M4
THBS2	0.1168139791794906	56.56900310460972	0.0	0.0	Female_HFC_M2
DDIT4	0.1015868676806524	56.51965781961723	0.0	0.0	Female_HFC_M2
SLCO3A1	0.1046767315747029	55.80874264228519	0.0	0.0	Female_HFC_M3
TFAP2B	0.1036828640605488	55.690112758010535	0.0	0.0	Female_HFC_M1
CHPT1	0.0988473654645536	53.27998263259251	0.0	0.0	Female_HFC_M2
MYBPC1	0.1031535108869911	53.12974626883764	0.0	0.0	Female_HFC_M2
